school,date,category,description,details,lat,lng
Ohio University,"
02/19/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Students United for Palestinian Equal Rights - OU (SUPER-OU) solicited student signatures [1] on a Students United for Palestinian Equal Rights - OSU (SUPER-OSU) petition [2] calling for the removal of a course about Israel from the University's course offerings.
  ",#incident/search/display-by-date/search/details/5eb4617b4d1fa5001579354f?ref=view_279_per_page%3D1000%26view_279_page%3D1,39.324358,-82.10138889999999
University of Michigan,"
02/18/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Arab Student Association and SAFE issued a statement of condemnation of the student body president [1] for remarks [2] he had made about Palestinians when he was in high school.
  ",#incident/search/display-by-date/search/details/5e4eceb5bee54a00158e0d64?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.277102,-83.735046
Rutgers University - New Brunswick,"
02/18/2020
  ","
ANTISEMITIC EXPRESSION
  ","
As part of the Endowment Justice Collective's anti-Israel divestment campaign [1], a member of the group spoke [2] at a meeting of the university's board of trustees to challenge one board member's conflict of interest in being the CEO of Motorola, when ""the Rutgers Endowment holds considerable holdings in Motorola Solutions"".
  ",#incident/search/display-by-date/search/details/5ea31bfba3544b001587740e?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.5008186,-74.44739910000001
Ohio State University,"
02/18/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Students United for Palestinian Equal Rights - OSU (SUPER-OSU) created [1] and circulated [2] a petition for students to sign to ""REMOVE Course HST 490/590 'Israeli Society and Pluralism' at Oregon State University,"" that demonized Israel throughout.
  ",#incident/search/display-by-date/search/details/5eb4608e4e0bc4001721ac17?ref=view_279_per_page%3D1000%26view_279_page%3D1,39.999151,-83.009596
Butler University,"
02/17/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP and LGBTQ+ Alliance at Butler University issued a press release to the community to condemn an upcoming Hillel event with A Wider Bridge that was out out with an accompanying message stating, ""Our student organization will continue to condemn homophobia, hate, fascism, zionism, colonialism and any form of discrimination [and] we condemn this problematic event and hope that you will support the effort previously stated by not attending"" [1,2].
  ",#incident/search/display-by-date/search/details/5e5964e4ab55460016ff1dfa?ref=view_279_per_page%3D1000%26view_279_page%3D1,39.8405491,-86.1708927
University of Illinois Urbana Champaign,"
02/17/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
UIUC Divest and a number of other student groups and outside organizations released a statement that denigrated the student senate President for vetoing a divestment resolution after he heard concerns from Jewish students about antisemitism and feeling unsafe.
  ",#incident/search/display-by-date/search/details/5e5956cb9975250015b1d16d?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
Boston University,"
02/16/2020
  ","
ANTISEMITIC EXPRESSION
  ","
Stand With Kashmir, Massachusetts Peace Action, BU SJP and MIT Students Against War held a protest [1] titled, ""Say No to 'Israeli Model': Protest Against Sandeep Chakravorty,"" whose advertisement stated, ""Indian Consul General in NY, Sandeep Chakravorty, who has called for Israel style settlements in Kashmir, is speaking at the Harvard India Conference as part of a panel on 'India-US Bilateral Investments' - Say no to ethno-fascism in Kashmir, Say no to hate speech at Harvard, From Kashmir to Palestine occupation is a crime"".
  ",#incident/search/display-by-date/search/details/5eb465c986e3cd0016ed9c63?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.3504997,-71.1053991
Michigan State University,"
02/15/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A Pi Kappa Alpha (PIKE) fraternity member spray-painted a swastika on the grounds of his own fraternity house.
  ",#incident/search/display-by-date/search/details/5e4b0a66111274001699e75b?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.701848,-84.4821719
Columbia University/Barnard College,"
02/14/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Swastikas were found painted on the 16th floor of East Campus residence hall.
  ",#incident/search/display-by-date/search/details/5e48737276117e00155f7d91?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.8090051,-73.9637853
Rutgers University - New Brunswick,"
02/14/2020
  ","
ANTISEMITIC EXPRESSION
  ","
The Endowment Justice Collective, a coalition of over a dozen Rutgers student and community organizations, officially submitted [1] a divestment request to the Joint Committee on Investments (JCOI) that, according to a press release from the Collective, ""demanded the university divest from Israeli apartheid, the military-industrial complex, the prison-industrial complex, sweatshop/exploitative labor, and fossil fuels"".
  ",#incident/search/display-by-date/search/details/5e46f3f81927830016bf4e21?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.5008186,-74.44739910000001
Georgetown University,"
02/14/2020
  ","
ANTISEMITIC EXPRESSION
  ","
The Georgetown University Graduate Student Government Vice President, Heerak Kim, made a number of antisemitic statements on social media [1] while running for Virginia's 8th Congressional District, leading to the graduate student executive board issuing a statement [3] calling for his resignation and the start of an impeachment process [3].
  ",#incident/search/display-by-date/search/details/5e53fc696156680015147e70?ref=view_279_per_page%3D1000%26view_279_page%3D1,38.9089151,-77.07234609999999
Columbia University/Barnard College,"
02/14/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A swastika was found on the 16th floor of East Campus.
  ",#incident/search/display-by-date/search/details/5e84cd3b57f28d00198518c6?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.8090051,-73.9637853
Florida Atlantic University,"
02/14/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
The ADL reported that ""Free Palestine"" and ""F*ck Hillel"" were ""written side-by-side on bathroom stalls in a bathroom at Florida Atlantic University"".
  ",#incident/search/display-by-date/search/details/5e837a76ec96ad00158b57a0?ref=view_279_per_page%3D1000%26view_279_page%3D1,26.3749876,-80.10106329999999
University of California Berkeley,"
02/13/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Anti-Zionist students protested [1, 2] a talk on Antisemitism and Holocaust Denial with speaker Deborah Lipstadt, entitled ""Antisemitism: Here and Now"" [3], by standing in the front by the podium during her talk and holding large signs calling for divestment, claiming that ""Anti-Zionism is not Anti-Semitism"" and decrying ""The Crimes of '48"".
  ",#incident/search/display-by-date/search/details/5e4ac35c76117e001560c980?ref=view_279_per_page%3D1000%26view_279_page%3D1,37.8718992,-122.2585399
University of California Santa Barbara,"
02/13/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP released [1] a petition [2] that called for a boycott of the Hillel’s Perspectives trip to Israel.
  ",#incident/search/display-by-date/search/details/5e48758532c82b001543708a?ref=view_279_per_page%3D1000%26view_279_page%3D1,34.4139629,-119.848947
Rutgers University - New Brunswick,"
02/13/2020
  ","
BDS ACTIVITY
  ","
The Endowment Justice Collective further kicked off their divestment campaign [1] concerning Motorola, a company targeted in their campaign to divest from ""Israeli apartheid"" with the publication of a petition for students to sign [2].
  ",#incident/search/display-by-date/search/details/5ea31ce0732cec001548108a?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.5008186,-74.44739910000001
University of Illinois Urbana Champaign,"
02/12/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
The student government debated and voted on a divestment resolution which passed 20 in favor, 9 against and 7 abstentions after more than six hours of deliberation [1], and was later vetoed [2] by the ISG president during a cabinet meeting four days later, where he condemned all remarks that “have made students feel unsafe and have fostered climate of hate on this campus"" stating, ""one of my primary obligations as student body president is to make sure that all students are able to participate in a campus environment where all feel safe to learn and be themselves [but] approving a resolution that hundreds of students have said will do the opposite would not be doing my job”.
  ",#incident/search/display-by-date/search/details/5e457c1e7145e700155ad808?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
Harvard University,"
02/12/2020
  ","
BDS ACTIVITY
  ","
The Harvard Jewish Coalition for Peace held the BDS event ""The Jewish Case for BDS"".
  ",#incident/search/display-by-date/search/details/5e42e02357f4a8001507f2fd?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.3770029,-71.11666009999999
Duke University,"
02/12/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A red swastika was found painted on the East Campus Bridge.
  ",#incident/search/display-by-date/search/details/5e45ae4941b8730019b3d64a?ref=view_279_per_page%3D1000%26view_279_page%3D1,36.0014258,-78.9382286
University of Chicago,"
02/11/2020
  ","
BDS ACTIVITY
  ","
IfNotNow UChicago published an article in the school paper that called on the University President to release information on endowment to ""reveal any investments upholding the Israeli occupation"".
  ",#incident/search/display-by-date/search/details/5e458080e6a4cd0017738ef6?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.7886079,-87.5987133
University of Chicago,"
02/11/2020
  ","
BDS ACTIVITY
  ","
IfNotNow UChicago held a demonstration [1] at Levi Hall to demand the University President release endowment information and encouraged students to sign their petition [2] stating, ""we demand to know whether our University’s endowment is invested in companies that profit from the Israeli occupation"".
  ",#incident/search/display-by-date/search/details/5e4592d39f852a0015228fa1?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.7886079,-87.5987133
Columbia University/Barnard College,"
02/11/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP and JVP published an open letter concerning a lawsuit filed by the Lawfare Project on behalf of a current student, SSI and an alumnus that alleged antisemitic activity on campus.
  ",#incident/search/display-by-date/search/details/5e6ecf292c05a10017e981d9?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.8090051,-73.9637853
University of California Berkeley,"
02/10/2020
  ","
ANTISEMITIC EXPRESSION
  ","
At a meeting of the ASUC University and External Affairs Committee to discuss [1] and vote on SR 19/20-032 [2], a bill that condemned Bears for Palestine for a cubicle display in Eshleman Hall that glorified convicted terrorists, one audience member condoned terrorism, stating that she stands ""with the Palestinian freedom fighters acting out of self-defense,"" and she is ""glad that the bill didn’t pass"".
  ",#incident/search/display-by-date/search/details/5e44586243284300159a2527?ref=view_279_per_page%3D1000%26view_279_page%3D1,37.8718992,-122.2585399
Harvard University,"
02/10/2020
  ","
ANTISEMITIC EXPRESSION
  ","
The Jewish Coalition for Peace published a statement explaining the new organization's stances, which included the demonization of Israel, denying Jewish self-determination and support for BDS.
  ",#incident/search/display-by-date/search/details/5e6ed9ed3b702700155ec393?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.3770029,-71.11666009999999
Boston College,"
02/09/2020
  ","
ANTISEMITIC EXPRESSION
  ","
Boston College Center for Christian-Jewish Learning held the event ""Between the Holocaust and the Nakba: When Genya and Henryk Kowalski Challenged History, Jaffa 1949"" [1] with Professor Alon Confino, where he claimed that Jews ethnically cleansed Palestinians [2].
  ",#incident/search/display-by-date/search/details/5eab0d2eaa5cbc001562f979?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.3355488,-71.16849450000001
Harvard University,"
02/08/2020
  ","
BDS ACTIVITY
  ","
The anti-Zionist campus group ""Harvard Jewish Coalition for Peace"" announced their inaguaral event, ""The Jewish Case for BDS,"" over the Hillel email list on Shabbat.
  ",#incident/search/display-by-date/search/details/5e42dfd6e0611c0015453428?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.3770029,-71.11666009999999
Brown University,"
02/08/2020
  ","
ANTISEMITIC EXPRESSION
  ","
Brown Divest organized [1] a protest in front of the Stephen Robert ’62 Campus Center to coincide with the Advisory Committee on Corporate Responsibility in Investment Policies meeting, where students called for divestment in speeches, as well as chanted, ""From the River to the Sea, Palestine will be Free"" [2].
  ",#incident/search/display-by-date/search/details/5e41914c2ffadc00154c6bb7?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.8267718,-71.4025482
University of Illinois Urbana Champaign,"
02/06/2020
  ","
BDS ACTIVITY
  ","
SJP UIUC held the event ""Divest 101,"" whose advertisement invited participants to ""learn more about ISG resolution titled 'Violations of Human Rights in University Investments' and the DIVEST campaign in general"".
  ",#incident/search/display-by-date/search/details/5e424e3a2c4823001b72e6b0?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
University of Illinois Urbana Champaign,"
02/05/2020
  ","
BDS ACTIVITY
  ","
UIUC Divest launched a new divestment campaign [1] and shared the divestment resolution [2] at the heart of the campaign.
  ",#incident/search/display-by-date/search/details/5e3aec0e81c1e400170fe1f3?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
University of California Riverside,"
02/05/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP organized a walk-out [1] of a Students Supporting Israel (SSI) campus event to ""protest the presence of Eyal Dror [a] former officer in the Israeli Defense Forces (IDF) [because] we will protest any attempt to whitewash the IDF and Israel's record of extreme violence directed towards Palestinians"" [2].
  ",#incident/search/display-by-date/search/details/5e6a78a74ba3b000174f0fee?ref=view_279_per_page%3D1000%26view_279_page%3D1,33.9737055,-117.3280644
Brown University,"
02/04/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A student found a swastika scribbled in pen on the wall of the Hegeman Hall Tower C dormitory.
  ",#incident/search/display-by-date/search/details/5e3b3d7d91ceba0015cd253d?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.8267718,-71.4025482
University of California Los Angeles,"
02/03/2020
  ","
ANTISEMITIC EXPRESSION
  ","
JVP released a statement that claimed, ""Zionism, an ethnic-national and settler colonial ideology, is not part of one’s identity, let alone intrinsic to Jewishness"".
  ",#incident/search/display-by-date/search/details/5e458c092ca99300192c1435?ref=view_279_per_page%3D1000%26view_279_page%3D1,34.068921,-118.4451811
University of California Berkeley,"
02/03/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
At an ASUC meeting during the discussion of a resolution condemning a Bears for Palestine (BFP) display of images of Palestinians convicted of engaging in terrorist activities against civilians that was making Jewish students feel unsafe, Jewish students were confronted by a large crowd chanting ""Free, Free, Free Palestine,"" at least one sign saying ""Israel is an Apartheid State,"" [1.
  ",#incident/search/display-by-date/search/details/5e39c65a84047000188f2d04?ref=view_279_per_page%3D1000%26view_279_page%3D1,37.8718992,-122.2585399
Iowa State University,"
02/02/2020
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Stickers with Nazi imagery and messaging were reported in numerous locations across campus.
  ",#incident/search/display-by-date/search/details/5e39aa595eacb0001642996a?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.0266187,-93.6464654
University of California Berkeley,"
02/02/2020
  ","
ANTISEMITIC EXPRESSION
  ","
Bears for Palestine erected a display [1] on campus that included the glorification of Palestinian individuals linked to terrorist activity, including Rasmieh Odeh, Fatima Bernawi and Leila Khaled [2].
  ",#incident/search/display-by-date/search/details/5e38642f17d9360018c96943?ref=view_279_per_page%3D1000%26view_279_page%3D1,37.8718992,-122.2585399
